ID,text,parallelism,licensor,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,NPE-licensor category,URL,target,expected_answer_2afc,gpt_answer_2afc,correct_gpt_2afc,Gemma_LoRA_answer_2afc,correct_gemma_2afc,llama_answer_2afc,correct_llama_2afc,expected_answer_openended,gpt_answer_openended,correct_gpt_openended,recheck_gpt_openended,Gemma_LoRA_answer_openended,correct_gemma_openended,recheck_gemma_openended,llama_answer_openended,correct_llama_openended,recheck_llama_openended,is_parallel,clean_text,len_text,n_npes,npe_start,npe_end,TA,CF,n_TA,TA_start,TA_end,n_CF,CF_start,CF_end,dist_TA_ao,dist_CF_ao,is_TA_closer
93.0,"There are many different parasites with many different lifecycles, to my knowledge there aren't any that put eggs out the front end of a warm blooded animal but your pet can eat something dead and then lick you, that is why I don't let dogs lick me (not parasites, but gross!).",Contrasting,any,,,lifecycles,,,parasites,,,0.0,1.0,local,non-local,det,https://permies.com/forums/posts/listByUser/34484,any,B,B,1.0,B,1.0,A,0.0,PARASITES,PARASITES,1.0,True,parasites,1.0,True,parasites,1.0,True,parallel,"There are many different parasites with many different lifecycles, to my knowledge there aren't any that put eggs out the front end of a warm blooded animal but your pet can eat something dead and then lick you, that is why I don't let dogs lick me (not parasites, but gross!).",277,1,96,98,parasites,lifecycles,1,24,33,1,54,64,72,42,0
94.0,"In Anderson, we noted that even ""distribution center workers"" – who presumably handled the flow of a large quantity of drugs over the duration of the conspiracy – might have been ""responsible for distributing fewer"" than the total kilogram amount attributed to the entire enterprise.",non-parallel,fewer,,,workers,,,drugs,,,0.0,1.0,non-local,local,det,https://www.leagle.com/decision/1995113252f3d10801940,fewer,B,B,1.0,B,1.0,A,0.0,DRUGS,TOTAL KILOGRAM AMOUNT,0.0,False,kilogram amount,0.0,False,distribution center workers,0.0,False,non-parallel,"In Anderson, we noted that even ""distribution center workers"" – who presumably handled the flow of a large quantity of drugs over the duration of the conspiracy – might have been ""responsible for distributing fewer"" than the total kilogram amount attributed to the entire enterprise.",283,1,209,213,drugs,workers,1,118,123,1,52,59,91,157,1
95.0,"Smith believed that human self-interest, i.e. the force behind the law of the marketplace, would allow for the development of a far more harmonious society than any that the mercantilist practice of kings had ever achieved.",Subset,any,,,development,,,society,,,0.0,1.0,non-local,local,det,http://www.ajdrake.com/e212_sum_04/materials/guides/vic_liberalism.htm,any,B,B,1.0,B,1.0,A,0.0,SOCIETY,MERCANTILIST PRACTICE OF KINGS,0.0,False,societies,0.0,True,Mercantilist practice of kings,0.0,False,parallel,"Smith believed that human self-interest, i.e. the force behind the law of the marketplace, would allow for the development of a far more harmonious society than any that the mercantilist practice of kings had ever achieved.",223,1,161,163,society,development,1,147,154,1,110,121,14,51,1
96.0,Check pipes for dangerous cracks and replace any that are damaged.,Clausal or VP Coordination,any,,,cracks,,,pipes,,,0.0,1.0,local,non-local,det,https://www.makeurmove.co.uk/article/2165/,any,B,B,1.0,A,0.0,A,0.0,PIPES,PIPES,1.0,True,cracks,0.0,False,pipes,1.0,True,parallel,Check pipes for dangerous cracks and replace any that are damaged.,66,1,45,47,pipes,cracks,1,5,10,1,25,31,40,20,0
97.0,"A slightly easier solution would be to check the date that the topic was started and any that are fairly recent (e.g. a month or less), set to updated daily, and any that are older than that set to weekly, monthly, or never.",Subset,any,,,topic,,,date,,,0.0,1.0,local,non-local,det,http://www.penguintutor.com/news/all/wp198,any,B,A,0.0,A,0.0,A,0.0,TOPIC,TOPICS,0.0,True,that,0.0,False,"topic, date, solution, month, year, week, never",0.0,False,parallel,"A slightly easier solution would be to check the date that the topic was started and any that are fairly recent (e.g. a month or less), set to updated daily, and any that are older than that set to weekly, monthly, or never.",224,2,162,164,date,topic,1,48,52,1,62,67,114,100,0
98.0,"In the context of any developments to the charts where indicators are a derivative of price (are there any that are not?) the old IT adage is very appropriate, ""garbage in, garbage out"" Before I finished this post I thought I would go through the Dow Jones Industrial Index or Wall Street in IG speak to see how many defected charts would be revealed.",Contrasting,any,,,charts,,,indicators,,,0.0,1.0,non-local,local,det,https://community.ig.com/profile/1261-st/,any,B,B,1.0,B,1.0,A,0.0,INDICATORS,DEVELOPMENTS,0.0,True,developments,0.0,True,Indicators,1.0,True,parallel,"In the context of any developments to the charts where indicators are a derivative of price (are there any that are not?) the old IT adage is very appropriate, ""garbage in, garbage out"" Before I finished this post I thought I would go through the Dow Jones Industrial Index or Wall Street in IG speak to see how many defected charts would be revealed.",351,2,103,105,indicators,charts,1,54,64,1,41,47,49,62,1
99.0,"In this regard, it might almost even be better to abandon the word altogether, except that it has such a rich heritage of usage, can serve a useful purpose, is as convenient as any that might be coined in its place, and in many previous contexts can be understood in terms of the analysis I will give.",Subset,any,,,usage,,,word ,,,0.0,1.0,local,non-local,det,http://www.akat.com/LovebookInOneFile.html,any,B,B,1.0,A,0.0,A,0.0,WORD,WORDS,0.0,True,word,1.0,True,"The word ""any"" is a pronoun that refers to ""that"" in the sentence",0.0,False,parallel,"In this regard, it might almost even be better to abandon the word altogether, except that it has such a rich heritage of usage, can serve a useful purpose, is as convenient as any that might be coined in its place, and in many previous contexts can be understood in terms of the analysis I will give.",301,1,177,179,word,usage,1,61,65,1,121,126,116,56,0
100.0,"Morris added: ""Practitioners are starting to understand the benefits and opportunities that funding can provide and we anticipate steady growth in the region,"" adding, in a statement, he already had an arbitration funding deal in place, saying it would be ""the first of many"".",Subset,many,,,statement,,,arbitration funding deal,,,0.0,1.0,non-local,local,det,https://iclg.com/cdr/disputes/7720-woodsford-litigations-singaporean-beginning,many,B,B,1.0,B,1.0,A,0.0,ARBITRATION FUNDING DEAL,ARBITRATION FUNDING DEALS,0.0,True,arbitration funding deals,0.0,True,Arbitration funding deals,0.0,True,parallel,"Morris added: ""Practitioners are starting to understand the benefits and opportunities that funding can provide and we anticipate steady growth in the region,"" adding, in a statement, he already had an arbitration funding deal in place, saying it would be ""the first of many"".",276,1,270,273,arbitration funding deal,statement,1,201,225,1,172,181,69,98,1
101.0,"The destruction of the homes in Issawiya and Bet Hanina are as clear a sign as any that Israeli leaders care little for concessions and compromise, preferring to make quick political capital on the domestic front by kowtowing to the ultra-nationalists in their midst.",Subset,any,,,destruction,,,sign,,,0.0,1.0,non-local,local,det,http://apjp.org/israel-must-stop-palestinian-h,any,B,B,1.0,B,1.0,A,0.0,SIGN,SIGN,1.0,True,sign,1.0,True,Israeli leaders,0.0,False,parallel,"The destruction of the homes in Issawiya and Bet Hanina are as clear a sign as any that Israeli leaders care little for concessions and compromise, preferring to make quick political capital on the domestic front by kowtowing to the ultra-nationalists in their midst.",267,1,79,81,sign,destruction,1,70,74,1,3,14,9,76,1
102.0,"""The IGAD Secretariat awaits your key recommendations on shared border management, international cooperation, managing transnational crime within a Free Movement Regime, supporting special groups like refugees and pastoralists, women and children, promoting trade, enhancing beneficial labour mobility to mention but a few"", he concluded.",Subset,few,,,key recommendations,,,special groups,,,0.0,1.0,non-local,local,det,https://igad.int/divisions/health-and-social-development/2016-05-24-03-16-37/1694-igad-continues-consulting-on-free-movement-of-persons-with-ms,few,B,A,0.0,A,0.0,A,0.0,key recommendations,RECOMMENDATIONS,0.0,True,recommendations,0.0,True,a few,0.0,False,parallel,"""The IGAD Secretariat awaits your key recommendations on shared border management, international cooperation, managing transnational crime within a Free Movement Regime, supporting special groups like refugees and pastoralists, women and children, promoting trade, enhancing beneficial labour mobility to mention but a few"", he concluded.",338,1,319,321,special groups,key recommendations,1,180,194,1,33,52,139,286,1
103.0,"I've poked around the internet for a hybrid greenhouse that uses both geothermal and a climate battery, but cannot find any that have adopted both means of heating.",Contrasting,any,,,internet,,,greenhouse,,,0.0,1.0,non-local,local,det,https://permies.com/forums/posts/listByUser/19150,any,B,B,1.0,B,1.0,A,0.0,GREENHOUSE,HYBRID GREENHOUSE,0.0,True,greenhouses,0.0,True,Hybrid greenhouse,0.0,True,parallel,"I've poked around the internet for a hybrid greenhouse that uses both geothermal and a climate battery, but cannot find any that have adopted both means of heating.",164,1,120,122,greenhouse,internet,1,43,53,1,21,29,77,99,1
104.0,"""Over the years I have purchased a number of pieces of equipment from SISIS for other clubs including Auto Rotorakes, Auto turfman & combination frames to name a few"".",non-parallel,few,,,pieces of equipment,,,clubs,,,0.0,1.0,non-local,local,det,https://www.sisis.com/maxislit/5.htm,few,B,A,0.0,A,0.0,A,0.0,CLUBS,PIECES OF EQUIPMENT,0.0,False,combination frames,0.0,False,"Auto Rotorakes, Auto turfman & combination frames",0.0,False,non-parallel,"""Over the years I have purchased a number of pieces of equipment from SISIS for other clubs including Auto Rotorakes, Auto turfman & combination frames to name a few"".",167,1,162,164,clubs,pieces of equipment,1,85,90,1,44,63,77,118,1
105.0,"Waskul has not the average profile of an academic sociologist with regard to his research topics including studies on ""nudity and nakedness (...), the social and cultural significance of smell and odour (...), going to the bathroom (...), the processes by which women discover their clitoris (...), and lying and deceitfulness (...), just to name a few"" (p. 129). ",Subset,few,,,studies,,,topics,,,0.0,1.0,local,non-local,det,https://www.spr.ac.uk/book-review/book-review-ghostly-encounters-hauntings-everyday-life-dennis-waskul-michele-waskul,few,B,B,1.0,A,0.0,A,0.0,TOPICS,RESEARCH TOPICS,0.0,True,topics,1.0,True,topics,1.0,True,parallel,"Waskul has not the average profile of an academic sociologist with regard to his research topics including studies on ""nudity and nakedness (...), the social and cultural significance of smell and odour (...), going to the bathroom (...), the processes by which women discover their clitoris (...), and lying and deceitfulness (...), just to name a few"" (p. 129). ",364,1,349,351,topics,studies,1,89,95,1,106,113,260,243,0
106.0,"Mr Harvie urged delegates to work for a society which ""values the wellbeing of all people more highly than the material wealth of the richest few"". ",Subset,few,,,society,,,people,,,0.0,1.0,non-local,local,det,https://www.4ni.co.uk/uk-national-news/102033/trump-resort-breaks-ground,few,B,B,1.0,A,0.0,A,0.0,PEOPLE,RICHEST,0.0,False,richest few,0.0,False,The richest people,0.0,True,parallel,"Mr Harvie urged delegates to work for a society which ""values the wellbeing of all people more highly than the material wealth of the richest few"". ",148,1,142,144,people,society,1,82,88,1,39,46,60,103,1
107.0,"But in its aftermath, I spent most of my time defending Muslims and their religion to people who were all too eager to paint a group of 1.6 billion people with one brush because of the actions of a few"", Theresa Crobin, a Freelance Writer, blogger and memoirist, said while talking to CNN.",non-parallel,few,,,religion,,,people,,,0.0,1.0,non-local,local,det,https://www.ummid.com/news/2014/October/18.10.2014/american-on-hijab.html,few,B,B,1.0,B,1.0,A,0.0,PEOPLE,A FEW INDIVIDUALS,0.0,False,actions of a few,0.0,False,extremists,0.0,False,non-parallel,"But in its aftermath, I spent most of my time defending Muslims and their religion to people who were all too eager to paint a group of 1.6 billion people with one brush because of the actions of a few"", Theresa Crobin, a Freelance Writer, blogger and memoirist, said while talking to CNN.",289,1,198,200,people,religion,2,147,153,1,73,81,51,125,1
108.0,"""Our Youth Ambassadors are also representing Pakistani youth in various countries like the US, UK, France, Sweden, Canada, and Afghanistan, to mention a few"", he said. ",Subset,few,,,Ambassadors,,,countries,,,0.0,1.0,non-local,local,det,http://pakedu.net/?p=27385,few,B,B,1.0,B,1.0,A,0.0,COUNTRIES,COUNTRIES,1.0,True,countries,1.0,True,countries,1.0,True,parallel,"""Our Youth Ambassadors are also representing Pakistani youth in various countries like the US, UK, France, Sweden, Canada, and Afghanistan, to mention a few"", he said. ",168,1,153,155,countries,Ambassadors,1,71,80,1,10,21,82,143,1
109.0,"Amongst a diverse set of industries the growing number of companies benefitting include Vodafone, Jumeirah, KPN, Safehotels, HBO, Logitech, Nuon, Microsoft, Samsung to name a few"". ",Subset,few,,,industries,,,companies,,,0.0,1.0,non-local,local,det,https://www.travpr.com/pr-33830-safehotels-partners-with-ods2.html,few,B,B,1.0,B,1.0,A,0.0,COMPANIES,COMPANIES,1.0,True,companies,1.0,True,"Vodafone, Jumeirah, KPN, Safehotels, HBO, Logitech,",0.0,False,parallel,"Amongst a diverse set of industries the growing number of companies benefitting include Vodafone, Jumeirah, KPN, Safehotels, HBO, Logitech, Nuon, Microsoft, Samsung to name a few"". ",181,1,175,177,companies,industries,1,57,66,1,24,34,118,151,1
110.0,"Ralph Rene, the source of this claim, details only one such occurrence, not  ""several"".",Contrasting,several,,,source,,,occurence,,,0.0,1.0,non-local,local,det,http://www.clavius.org/bibjones.html,several,B,B,1.0,B,1.0,A,0.0,OCCURENCE,OCCURRENCES,0.0,True,occurrence,0.0,True,occurrences,0.0,True,parallel,"Ralph Rene, the source of this claim, details only one such occurrence, not  ""several"".",87,0,78,84,occurence,source,0,60,69,1,15,21,18,63,1
111.0,"The Yemen Press Agency reported that, according to ""sources"", a drone ""likely belonging to the UAE carried out two raids after midnight on Thursday, which bombed Hadi and Islah militias groups in Shakra district"", killing and wounding ""several"". ",Clausal or VP Coordination,several,,,raids,,,groups,,,0.0,1.0,non-local,local,det,https://airwars.org/civilian-casualties/?country=yemen&belligerent=us-forces,several,B,B,1.0,A,0.0,A,0.0,GROUPS,PEOPLE,0.0,False,people,0.0,False,Militias groups,0.0,True,parallel,"The Yemen Press Agency reported that, according to ""sources"", a drone ""likely belonging to the UAE carried out two raids after midnight on Thursday, which bombed Hadi and Islah militias groups in Shakra district"", killing and wounding ""several"". ",246,0,236,242,groups,raids,1,185,191,1,114,119,51,122,1
112.0,"Joe, you've just removed ANY excuse people have for not being able to make money online in 30-days or less! ",Subset,less,,,money,,,days,,,0.0,1.0,non-local,local,det,http://www.waho-biz.com/products/ebooks/30days/index.html,less,B,B,1.0,B,1.0,A,0.0,DAYS,30-DAYS,0.0,True,days,1.0,True,30-days,0.0,True,parallel,"Joe, you've just removed ANY excuse people have for not being able to make money online in 30-days or less! ",108,1,102,105,days,money,0,94,97,1,74,79,8,28,1
113.0,"Because of the diversity of our field, we think it is important to choose external referees with care and allow candidates to have input into their selection, including a list of referees that they suggest as well as any that they would prefer not to serve as a referee.",Subset,any,,,candidates,,,referees,,,0.0,1.0,non-local,local,det,https://www.aaal.org/promotion-and-tenure-guidelines,any,B,B,1.0,B,1.0,A,0.0,REFEREES,REFEREES,1.0,True,referees,1.0,True,Referees,1.0,True,parallel,"Because of the diversity of our field, we think it is important to choose external referees with care and allow candidates to have input into their selection, including a list of referees that they suggest as well as any that they would prefer not to serve as a referee.",270,1,217,219,referees,candidates,2,178,186,1,111,121,39,106,1
114.0,"The wacky couple invites all their neighbors in to their cabana where they then wow them with vegetable smoothies, mixed drinks, cheese dip and salsa, chicken salad, minced onions, and everything else under the sun all made in six seconds or less! ",Subset,less,,,onions,,,seconds,,,0.0,1.0,non-local,local,det,http://www.bullzeye.com/television/features/2007/year_end/thompson.htm,less,B,B,1.0,B,1.0,B,1.0,SECONDS,SIX SECONDS,0.0,True,seconds,1.0,True,everything,0.0,False,parallel,"The wacky couple invites all their neighbors in to their cabana where they then wow them with vegetable smoothies, mixed drinks, cheese dip and salsa, chicken salad, minced onions, and everything else under the sun all made in six seconds or less! ",248,1,242,245,seconds,onions,1,230,237,1,172,178,12,70,1
115.0,"The conditional statement you have posted uses the variables you want it to use, and it's just not giving the expected answer - that is, in the situation where respond.id isn't valid it's not giving you ""any"".",Clausal or VP Coordination,any,,,answer,,,situation,,,1.0,0.0,non-local,local,det,https://cmsdk.com/jquery/ifelse-statement-instead-switch.html,any,A,A,1.0,A,1.0,A,1.0,ANSWER,VALUE,0.0,False,answer,1.0,True,response,0.0,True,parallel,"The conditional statement you have posted uses the variables you want it to use, and it's just not giving the expected answer - that is, in the situation where respond.id isn't valid it's not giving you ""any"".",209,0,204,206,answer,situation,1,118,124,1,143,152,86,61,0
116.0,"This was exciting research in behalf of my company, but much different from any that I had ever attempted before or in which I had become involved.",Subset,any,,,research,,,company,,,1.0,0.0,non-local,local,det,http://ethw.org/Oral-History:Gordon_K._Teal,any,A,A,1.0,A,1.0,A,1.0,RESEARCH,RESEARCH,1.0,True,research,1.0,True,previous research,0.0,True,parallel,"This was exciting research in behalf of my company, but much different from any that I had ever attempted before or in which I had become involved.",147,1,76,78,research,company,1,17,25,1,42,49,59,34,0
117.0,"Clearly, Rather was trying to convey the horrific damage inflicted by cluster bombs–something too few mainstream reporters have done–but his report stopped short of providing specifics about the extent of ""the cluster bomb problem"": Was Blount telling the truth when he said ""we didn't use that many""? ",non-parallel,many,,,cluster bombs,,,specifics,,,1.0,0.0,non-local,local,det,https://fair.org/take-action/action-alerts/tv-not-concerned-by-cluster-bombs-du/,many,A,A,1.0,A,1.0,A,1.0,CLUSTER BOMBS,CLUSTER BOMBS,1.0,True,cluster bombs,1.0,True,Cluster bombs,1.0,True,non-parallel,"Clearly, Rather was trying to convey the horrific damage inflicted by cluster bombs–something too few mainstream reporters have done–but his report stopped short of providing specifics about the extent of ""the cluster bomb problem"": Was Blount telling the truth when he said ""we didn't use that many""? ",302,1,295,298,cluster bombs,specifics,1,69,82,1,174,183,226,121,0
118.0,"For sure there are better natural road tracks out in the countryside, but for a circuit inside a city then I can't think of any that are better in terms of the natural flow and the commitment required or spectacle they presented.",Subset,any,,,circuit,,,city,,,1.0,0.0,non-local,local,det,http://srmz.net/index.php?s=ddde5a23217f47e919deaa6f2e8a8e09&showtopic=13752&st=40,any,A,A,1.0,A,1.0,A,1.0,CIRCUIT,CIRCUIT,1.0,True,tracks,0.0,False,City circuit tracks,0.0,False,parallel,"For sure there are better natural road tracks out in the countryside, but for a circuit inside a city then I can't think of any that are better in terms of the natural flow and the commitment required or spectacle they presented.",229,1,124,126,circuit,city,1,79,86,1,96,100,45,28,0
119.0,It is advisable to check the cultures for freezer stocks carefully for purity and discard any that are suspect.,Clausal or VP Coordination,any,,,cultures,,,freezer stocks,,,1.0,0.0,non-local,local,det,http://www.methanotroph.org/wiki/culturing-tips/,any,A,A,1.0,A,1.0,A,1.0,CULTURES,CULTURES,1.0,True,cultures,1.0,True,cultures,1.0,True,parallel,It is advisable to check the cultures for freezer stocks carefully for purity and discard any that are suspect.,111,1,90,92,cultures,freezer stocks,1,28,36,1,41,55,62,49,0
120.0,This information and its implications may well become as important a weapon in the crime-fighting arsenal as any that an agency possesses.,Subset,any,,,weapon,,,arsenal,,,1.0,0.0,non-local,local,det,https://www.hsdl.org/?search&searchfield=title+or+summary&all=+Crime+Data&collection=limited&submitted=Search&page=2,any,A,A,1.0,A,1.0,A,1.0,WEAPON,WEAPON,1.0,True,weapon,1.0,True,weapon,1.0,True,parallel,This information and its implications may well become as important a weapon in the crime-fighting arsenal as any that an agency possesses.,138,1,109,111,weapon,arsenal,1,68,74,1,97,104,41,12,0
121.0,Therefore you will need to provide each and every org code that you need access for including any that are under a parent org.,Subset,any,,,code,,,access,,,1.0,0.0,non-local,local,det,https://uit.stanford.edu/service/orderit/authority,any,A,A,1.0,A,1.0,A,1.0,CODE,ORG CODE,0.0,True,org codes,0.0,True,Parent orgs,0.0,False,parallel,Therefore you will need to provide each and every org code that you need access for including any that are under a parent org.,126,1,94,96,code,access,1,53,57,1,72,78,41,22,0
122.0,"The Ghouls is a well designed Betsoft slot that fits so many horror themed symbols onto the reels that it would be pretty tricky to think of any that are missing, and every one of them is brilliantly designed with eye catching attention to detail that provides a frighteningly good slots experience. ",Clausal or VP Coordination,any,,,horror themed symbols,,,reels,,,1.0,0.0,non-local,local,det,https://bonuscasinos.org/bonus-games/slots/the-ghouls,any,A,A,1.0,A,1.0,A,1.0,HORROR-THEMED SYMBOLS,SYMBOLS,0.0,True,symbols,0.0,True,symbols,0.0,True,parallel,"The Ghouls is a well designed Betsoft slot that fits so many horror themed symbols onto the reels that it would be pretty tricky to think of any that are missing, and every one of them is brilliantly designed with eye catching attention to detail that provides a frighteningly good slots experience. ",300,1,141,143,horror themed symbols,reels,1,60,81,1,91,96,81,50,0
123.0,"The marked assignments let you see how you're progressing on the course, Grades A-C are a pass, and you can resubmit any that you fail, at no extra cost.",non-parallel,any,,,assignments ,,,Grades,,,1.0,0.0,non-local,local,det,https://www.inst.org/pi/,any,A,A,1.0,A,1.0,A,1.0,ASSIGNMENTS,ASSIGNMENTS,1.0,True,assignments,1.0,True,assignments,1.0,True,non-parallel,"The marked assignments let you see how you're progressing on the course, Grades A-C are a pass, and you can resubmit any that you fail, at no extra cost.",153,1,117,119,assignments,Grades,1,10,21,1,72,78,107,45,0
124.0,"The total reduction in necessary labor achieved by decentralizing production to the point of consumption, adopting a lean, demand-pull distribution model and eliminating subsidized waste and planned obsolescence will far outweigh any that could be achieved by capital-intensive automation.",Subset,any,,, reduction,,,production,,,1.0,0.0,non-local,local,det,https://c4ss.org/content/42719,any,A,A,1.0,A,1.0,A,1.0,REDUCTION,REDUCTIONS,0.0,True,that,0.0,False,Capital-intensive automation,0.0,False,parallel,"The total reduction in necessary labor achieved by decentralizing production to the point of consumption, adopting a lean, demand-pull distribution model and eliminating subsidized waste and planned obsolescence will far outweigh any that could be achieved by capital-intensive automation.",289,1,230,232,reduction,production,1,9,18,1,65,75,221,165,0
125.0,"CEO Angus Dent points out that this will be the third time that the UK has headed to the polls in as many years, ""which is already two times too many"".",non-parallel,many,,,years,,,polls,,,1.0,0.0,local,non-local,det,https://www.altfi.com/article/3047_peer_to_peer_lenders_have_their_say_ahead_of_election_vote,many,A,A,1.0,A,1.0,A,1.0,YEARS,TIMES,0.0,False,times,0.0,False,years,1.0,True,non-parallel,"CEO Angus Dent points out that this will be the third time that the UK has headed to the polls in as many years, ""which is already two times too many"".",151,2,145,148,years,polls,1,105,110,1,88,93,40,57,1
126.0,"By the way, that sign for the supermarket express lane that reads ""10 items or less"" is technically incorrect and should read ""10 items or fewer"" since you can count the individual items. ",Contrasting,fewer,,,items,,,sign,,,1.0,0.0,local,non-local,det,https://voxy.com/blog/2012/07/less-vs-fewer-grammar/,fewer,A,A,1.0,A,1.0,A,1.0,ITEMS,ITEMS,1.0,True,items,1.0,True,items,1.0,True,parallel,"By the way, that sign for the supermarket express lane that reads ""10 items or less"" is technically incorrect and should read ""10 items or fewer"" since you can count the individual items. ",188,1,139,143,items,sign,2,129,134,1,16,20,10,123,1
127.0,"I really enjoyed the camaraderie there and would say Hi to all my friends made there, including: Joe Auchus, Mark Avery, Billy Bergman, Mike Bocook, Dan Snyder and Sgt Buckalew ""to name a few "".",Subset,few,,,friends,,,camaraderie,,,1.0,0.0,local,non-local,det,https://srmsc.org/fdb2000.html,few,A,A,1.0,A,1.0,A,1.0,FRIENDS,FRIENDS,1.0,True,friends,1.0,True,"Joe Auchus, Mark Avery, Billy Bergman, Mike Bocook, Dan Snyder, Sgt",0.0,False,parallel,"I really enjoyed the camaraderie there and would say Hi to all my friends made there, including: Joe Auchus, Mark Avery, Billy Bergman, Mike Bocook, Dan Snyder and Sgt Buckalew ""to name a few "".",194,1,188,190,friends,camaraderie,1,65,72,1,20,31,123,168,1
128.0,"For Kenyans, as for everyone, climate change looms as a threat far larger than any that Josephine's people have confronted before.",Subset,any,,,threat,,,climate change,,,1.0,0.0,local,non-local,det,https://www.usip.org/2021-women-building-peace-award-recipient-josephine-ekiru,any,A,A,1.0,A,1.0,A,1.0,THREAT,THREAT,1.0,True,threats,0.0,True,threats,0.0,True,parallel,"For Kenyans, as for everyone, climate change looms as a threat far larger than any that Josephine's people have confronted before.",130,1,79,81,threat,climate change,1,55,61,1,29,43,24,50,1
129.0,"After Krumrine guided the middle schoolers in the use of Scratch, they were making video games in 30 minutes or less!",Subset,less,,,minutes,,,games,,,1.0,0.0,local,non-local,det,https://www.alsc.ala.org/blog/2018/12/libraries-welcome-all-families-makerspace-mondays/,less,A,A,1.0,A,1.0,A,1.0,MINUTES,30 MINUTES,0.0,True,minutes,1.0,True,30 minutes,0.0,True,parallel,"After Krumrine guided the middle schoolers in the use of Scratch, they were making video games in 30 minutes or less!",117,1,112,115,minutes,games,1,100,107,1,88,93,12,24,1
130.0,"The cisgeneticist is confined to no minimum string length for manipulation and thus, from the raw building blocks common to all genomes, can create strings just as ""foreign"" to that same genome as any that came from a different species.",Subset,any,,,strings,,,genomes,,,1.0,0.0,local,non-local,det,https://gmwatch.org/en/news/latest-news/16305,any,A,A,1.0,A,1.0,A,1.0,STRINGS,STRINGS,1.0,True,strings,1.0,True,strings,1.0,True,parallel,"The cisgeneticist is confined to no minimum string length for manipulation and thus, from the raw building blocks common to all genomes, can create strings just as ""foreign"" to that same genome as any that came from a different species.",236,1,197,199,strings,genomes,1,147,154,1,127,134,50,70,1
131.0,"While there is a certain aspect of this that is true, no mention is made of the government being taken over by the military, or the military's brutal behaviour as a cause for the uprising (though we're later told that troops in Kwangju had ""opened fire on civilians, killing several"").",Clausal or VP Coordination,several,,,civilians,,,troops,,,1.0,0.0,local,non-local,det,http://eng.518.org/sub.php?PID=0502&page=12&category=&searchText=&searchType=&action=Read&idx=420,several,A,A,1.0,A,1.0,A,1.0,CIVILIANS,CIVILIANS,1.0,True,civilians,1.0,True,civilians,1.0,True,parallel,"While there is a certain aspect of this that is true, no mention is made of the government being taken over by the military, or the military's brutal behaviour as a cause for the uprising (though we're later told that troops in Kwangju had ""opened fire on civilians, killing several"").",285,1,275,281,civilians,troops,1,255,264,1,217,223,20,58,1
132.0,"Since credit card companies always harp on about free offers (i.e. my gran has a Virgin card and gets free flights every now and again), are there any that are actually worth using?",non-parallel,any,,,free offers,,,companies,,,1.0,0.0,local,non-local,det,https://forums.hexus.net/general-discussion/177340-any-credit-cards-worth-getting-rewards.html,any,A,A,1.0,A,1.0,A,1.0,FREE OFFERS,CREDIT CARD COMPANIES,0.0,True,credit card companies,0.0,True,Offers,0.0,True,non-parallel,"Since credit card companies always harp on about free offers (i.e. my gran has a Virgin card and gets free flights every now and again), are there any that are actually worth using?",181,1,147,149,free offers,companies,1,48,59,1,17,26,99,130,1
133.0,"Every time you go with your parent for a doctor's visit, review the Know Your Meds Worksheet, understand the purpose for each medication, and eliminate any that are no longer necessary.",Clausal or VP Coordination,any,,,medication,,,purpose,,,1.0,0.0,local,non-local,det,http://www.secondscount.org/heart-condition-centers/info-detail?cid=6a431405-a5ff-4a11-bcd8-d60055cb2d62,any,A,A,1.0,A,1.0,A,1.0,MEDICATION,MEDICATIONS,0.0,True,medications,0.0,True,medications,0.0,True,parallel,"Every time you go with your parent for a doctor's visit, review the Know Your Meds Worksheet, understand the purpose for each medication, and eliminate any that are no longer necessary.",185,1,152,154,medication,purpose,1,125,135,1,108,115,27,44,1
134.0,Our team consists of highly qualified people Who wants to make 230K or more in the next 12 months or less! ,Subset,less,,,months,,,people,,,1.0,0.0,local,non-local,det,http://www.bestriga.com/en/page/expanded/article/612,less,A,A,1.0,A,1.0,A,1.0,MONTHS,12 MONTHS,0.0,True,months,1.0,True,12 months,0.0,True,parallel,Our team consists of highly qualified people Who wants to make 230K or more in the next 12 months or less! ,107,1,101,104,months,people,1,90,96,1,37,43,11,64,1
135.0,Even massive ecological shifts tended to just weaken the culture enough so it was eaten by its enemies and a few years later you end up with more humans not less!,Contrasting,less,,,humans,,,enemies,,,1.0,0.0,local,non-local,det,http://www.antipope.org/charlie/blog-static/2014/10/not-a-manifesto.html,less,A,A,1.0,A,1.0,A,1.0,HUMANS,HUMANS,1.0,True,humans,1.0,True,Humans,1.0,True,parallel,Even massive ecological shifts tended to just weaken the culture enough so it was eaten by its enemies and a few years later you end up with more humans not less!,162,1,157,160,humans,enemies,1,145,151,1,94,101,12,63,1
